SEQ_NO,KEORAEIL,SUNAPIL,HOIGYE_YEAR,YEAR_GUBUN,GEUMGO_CODE,BANK_GUBUN,MNGBR,ORG_MNGBR,GEORAE_GUBUN,GEORAE_CHANNEL,GUNGU_CODE,JIBGYE_CODE,BONSE_CNT,BONSE_AMT,SEWOI_CNT,SEWOI_AMT,GYOYUKSE_CNT,GYOYUKSE_AMT,NONGTEUKSE_CNT,NONGTEUKSE_AMT,SEIPGYEJWA,JUSEOK,ICHEIL,HOIKYE_SMOK_C,TAX_NO,GIROCD,SUNP_M_G,FIL_DT1,FIL_DT2,FIL_DT3,FIL_DT4,FIL_DT5,FIL_5_NO1,FIL_5_NO2,FIL_5_NO3,FIL_5_NO4,FIL_5_NO5,FIL_18_AMT1,FIL_18_AMT2,FIL_18_AMT3,FIL_18_AMT4,FIL_18_AMT5,DR_DTTM,DROKJA_ID,UPD_DTTM,MODR_ID,KJ_DT
1138,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,967000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1139,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,14632000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1140,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,2329000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1141,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,1743000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1142,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,1856000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1143,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,1914000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1144,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,1671000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1145,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,1500000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1146,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,7951000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1147,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,6239000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1148,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,9042000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1149,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,20270000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1150,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,7783000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1151,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,13486000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1152,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,7106000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1153,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,24585000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1154,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,1075000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1155,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,46287000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1156,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,43006000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1157,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,24840000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1158,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,87081000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1159,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,42690000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1160,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,74844000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1161,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,161754000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1162,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,122363000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1163,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,116770000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1164,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,36414000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1165,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,975000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1166,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,546000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1167,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,2535000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1168,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,2028000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1169,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,3510000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1170,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,3120000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1171,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,1950000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1172,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,439127000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1173,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,121079000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1174,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,773581000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1175,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,905328000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1176,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,328753000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1177,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,1071900000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1178,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,420023000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1179,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,1500000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1180,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,7000000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1181,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,500000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1182,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,34725000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1183,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,38725000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1184,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,49125000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1185,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,37925000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1186,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,6375000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1187,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,47875000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1188,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,33450000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1189,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,15080000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1190,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,25990000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1191,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,20975000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1192,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,394000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1193,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,1022000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1194,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,1377000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1195,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,1377000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1196,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,5324000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1197,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,394000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1198,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,21157000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1199,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,41290000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1200,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,14714000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1201,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,45658000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1202,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,56401000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1203,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,36445000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1204,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,31258000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1205,20241010,20241008,2024,1,28,26,7132,7132,2,0,110,104000,0,0,1,67977000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1206,20241010,20241008,2024,1,28,26,7172,7172,2,0,140,104000,0,0,1,23138000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1207,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,139425000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1208,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,125799000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1209,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,155463000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1210,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,159895000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1211,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,101104000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1212,20241010,20241008,2024,1,28,26,7128,7128,2,0,170,104000,0,0,1,219706000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1213,20241010,20241008,2024,1,28,26,7168,7168,2,0,185,104000,0,0,1,342577000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1214,20241010,20241008,2024,1,28,26,7169,7169,2,0,200,104000,0,0,1,135867000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1215,20241010,20241008,2024,1,28,26,7130,7130,2,0,237,104000,0,0,1,806687000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
1216,20241010,20241008,2024,1,28,26,1770,1770,2,0,245,104000,0,0,1,189344000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20241009021003,IF_O_SHB_RPT_R_006,20241009021003,IF_O_SHB_RPT_R_006,
2,20241010,20241008,2024,1,28,7,,,4,1,245,103000,1,37300,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
3,20241011,20241008,2024,1,28,3,,,4,1,170,103000,3,1824240,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
4,20241011,20241008,2024,1,28,3,,,4,1,185,103000,3,1299420,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
5,20241011,20241008,2024,1,28,3,,,4,1,200,103000,4,705550,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
6,20241011,20241008,2024,1,28,3,,,4,1,237,103000,2,679140,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
7,20241011,20241008,2024,1,28,3,,,4,1,245,103000,1,6640,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
8,20241011,20241008,2024,1,28,3,,,4,1,260,103000,2,134880,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
9,20241011,20241008,2024,1,28,4,,,4,1,110,103000,3,137340,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
10,20241011,20241008,2024,1,28,4,,,4,1,140,103000,4,158270,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
11,20241011,20241008,2024,1,28,4,,,4,1,170,103000,1,5240,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
12,20241011,20241008,2024,1,28,4,,,4,1,185,103000,2,840780,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
13,20241011,20241008,2024,1,28,4,,,4,1,200,103000,2,66000,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
14,20241011,20241008,2024,1,28,4,,,4,1,237,103000,6,473440,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
15,20241011,20241008,2024,1,28,4,,,4,1,245,103000,4,3333170,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
16,20241011,20241008,2024,1,28,4,,,4,1,260,103000,3,1165590,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
17,20241011,20241008,2024,1,28,11,,,4,1,110,103000,8,63178290,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
18,20241011,20241008,2024,1,28,11,,,4,1,140,103000,4,15050630,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
19,20241011,20241008,2024,1,28,11,,,4,1,170,103000,11,56610980,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
20,20241011,20241008,2024,1,28,11,,,4,1,185,103000,10,131909820,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
21,20241011,20241008,2024,1,28,11,,,4,1,185,104000,1,15000,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
22,20241011,20241008,2024,1,28,11,,,4,1,200,103000,21,122646860,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
23,20241011,20241008,2024,1,28,11,,,4,1,200,104000,1,2737270,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
24,20241011,20241008,2024,1,28,11,,,4,1,237,103000,8,63128810,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
25,20241011,20241008,2024,1,28,11,,,4,1,245,103000,11,62886810,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
26,20241011,20241008,2024,1,28,11,,,4,1,260,103000,13,99864620,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
27,20241011,20241008,2024,1,28,22,,,4,1,140,103000,1,300900,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
28,20241011,20241008,2024,1,28,22,,,4,1,170,103000,3,1777950,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
29,20241011,20241008,2024,1,28,22,,,4,1,185,103000,1,106840,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
30,20241011,20241008,2024,1,28,22,,,4,1,200,103000,1,2060200,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
31,20241011,20241008,2024,1,28,22,,,4,1,200,104000,1,1235720,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
32,20241011,20241008,2024,1,28,22,,,4,1,237,103000,2,1114490,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
33,20241011,20241008,2024,1,28,22,,,4,1,245,103000,2,4417300,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
34,20241011,20241008,2024,1,28,71,,,4,1,0,103000,8,337080,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
35,20241011,20241008,2024,1,28,71,,,4,1,110,103000,3,282560,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
36,20241011,20241008,2024,1,28,71,,,4,1,170,103000,4,21292820,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
37,20241011,20241008,2024,1,28,71,,,4,1,185,103000,5,354610,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
38,20241011,20241008,2024,1,28,71,,,4,1,200,103000,6,525710,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
39,20241011,20241008,2024,1,28,71,,,4,1,200,104000,4,162000,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
40,20241011,20241008,2024,1,28,71,,,4,1,237,103000,3,968920,0,0,0,0,0,0,0,,,,,,,,20241015,,,,,,,,,,,,,,20241015100353,BATCH,20241015100353,BATCH,
